block_id,drug_row,drug_col,cell_line_name,ic50_row,ic50_col,ri_row,ri_col,css_row,css_col,css_ri,S_sum,S_mean,S_max,synergy_bliss,drug_row_clinical_phase,drug_col_clinical_phase,MW_row,LogP_row,NumHDonors_row,NumHAcceptors_row,MW_col,LogP_col,NumHDonors_col,NumHAcceptors_col
27708,5-Fluorouracil,MK-1775,2,8.055628684,0.185161199,22.529,15.884,34.625,42.779,38.702,0.289,19.4955,16.173,-4.873972239,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
34465,5-Fluorouracil,MK-1775,3,1.194144616,0.5,29.676,17.863,68.154,48.237,58.1955,10.6565,34.426,28.5195,3.989771094,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
34466,5-Fluorouracil,MK-1775,3,1.194144616,0.5,29.676,17.863,66.704,50.171,58.4375,10.8985,34.668,28.7615,5.157646094,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
34467,5-Fluorouracil,MK-1775,3,1.194144616,0.5,29.676,17.863,70.025,55.058,62.5415,15.0025,38.772,32.8655,10.53652109,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
34468,5-Fluorouracil,MK-1775,3,1.194144616,0.5,29.676,17.863,68.267,51.989,60.128,12.589,36.3585,30.452,7.383458594,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
50305,5-Fluorouracil,MK-1775,4,2.371183893,0.5,19.291,22.021,75.421,56.67,66.0455,24.7335,45.3895,44.0245,11.676232,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
50306,5-Fluorouracil,MK-1775,4,2.371183893,0.5,19.291,22.021,72.688,55.16,63.924,22.612,43.268,41.903,8.906857005,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
50307,5-Fluorouracil,MK-1775,4,2.371183893,0.5,19.291,22.021,79.67,57.14,68.405,27.093,47.749,46.384,16.561982,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
50308,5-Fluorouracil,MK-1775,4,2.371183893,0.5,19.291,22.021,77.707,59.145,68.426,27.114,47.77,46.405,11.3275445,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
75881,5-Fluorouracil,MK-1775,5,0.889435045,0.127603593,18.148,7.563,23.116,13.125,18.1205,-7.5905,5.265,-0.0275,-0.152166236,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
75882,5-Fluorouracil,MK-1775,5,0.889435045,0.127603593,18.148,7.563,25.634,27.431,26.5325,0.8215,13.677,8.3845,7.483271264,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
75883,5-Fluorouracil,MK-1775,5,0.889435045,0.127603593,18.148,7.563,22.183,13.487,17.835,-7.876,4.9795,-0.313,-5.458291236,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
75884,5-Fluorouracil,MK-1775,5,0.889435045,0.127603593,18.148,7.563,25.425,21.662,23.5435,-2.1675,10.688,5.3955,-0.465478736,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
87313,5-Fluorouracil,MK-1775,6,1.512728209,0.099592952,27.282,20.431,25.832,25.256,25.544,-22.169,1.6875,-1.738,-10.76321609,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
87314,5-Fluorouracil,MK-1775,6,1.512728209,0.099592952,27.282,20.431,26.508,23.301,24.9045,-22.8085,1.048,-2.3775,-11.11646609,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
87315,5-Fluorouracil,MK-1775,6,1.512728209,0.099592952,27.282,20.431,29.143,30.516,29.8295,-17.8835,5.973,2.5475,-9.936153589,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
87316,5-Fluorouracil,MK-1775,6,1.512728209,0.099592952,27.282,20.431,33.477,44.716,39.0965,-8.6165,15.24,11.8145,-7.565716089,4,2,130.078,-0.7977000000000001,2.0,2.0,500.6070000000003,2.886000000000001,2.0,10.0
16153,5-Fluorouracil,915019-65-7,1,10.0,0.039272784,19.098,45.828,50.394,64.225,57.3095,-7.6165,24.8465,11.4815,-2.545789058,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
16154,5-Fluorouracil,915019-65-7,1,10.0,0.039272784,19.098,45.828,53.733,61.837,57.785,-7.141,25.322,11.957,1.494648442,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
16155,5-Fluorouracil,915019-65-7,1,10.0,0.039272784,19.098,45.828,51.942,64.001,57.9715,-6.9545,25.5085,12.1435,-0.033664058,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
16156,5-Fluorouracil,915019-65-7,1,10.0,0.039272784,19.098,45.828,55.563,70.145,62.854,-2.072,30.391,17.026,4.427085942,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
27709,5-Fluorouracil,915019-65-7,2,8.055628684,0.01880451,22.529,51.049,54.224,66.037,60.1305,-13.4475,23.3415,9.0815,-4.67609568,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
27710,5-Fluorouracil,915019-65-7,2,8.055628684,0.01880451,22.529,51.049,57.715,64.674,61.1945,-12.3835,24.4055,10.1455,-2.39559568,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
27711,5-Fluorouracil,915019-65-7,2,8.055628684,0.01880451,22.529,51.049,52.948,68.671,60.8095,-12.7685,24.0205,9.7605,-1.18622068,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
27712,5-Fluorouracil,915019-65-7,2,8.055628684,0.01880451,22.529,51.049,55.648,68.092,61.87,-11.708,25.081,10.821,-1.37547068,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
34469,5-Fluorouracil,915019-65-7,3,1.194144616,0.042525018,29.676,37.347,47.06,41.875,44.4675,-22.5555,10.956,7.1205,-8.258893704,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
34470,5-Fluorouracil,915019-65-7,3,1.194144616,0.042525018,29.676,37.347,51.046,46.674,48.86,-18.163,15.3485,11.513,-4.522268704,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
34471,5-Fluorouracil,915019-65-7,3,1.194144616,0.042525018,29.676,37.347,51.817,49.685,50.751,-16.272,17.2395,13.404,-3.487831204,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
34472,5-Fluorouracil,915019-65-7,3,1.194144616,0.042525018,29.676,37.347,53.866,50.364,52.115,-14.908,18.6035,14.768,-4.816518704,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
50309,5-Fluorouracil,915019-65-7,4,2.371183893,0.034362893,19.291,56.636,70.139,72.637,71.388,-4.539,33.4245,14.752,3.623310591,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
50310,5-Fluorouracil,915019-65-7,4,2.371183893,0.034362893,19.291,56.636,71.781,72.177,71.979,-3.948,34.0155,15.343,4.236560591,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
50311,5-Fluorouracil,915019-65-7,4,2.371183893,0.034362893,19.291,56.636,69.423,68.025,68.724,-7.203,30.7605,12.088,1.208498091,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
50312,5-Fluorouracil,915019-65-7,4,2.371183893,0.034362893,19.291,56.636,69.361,71.436,70.3985,-5.5285,32.435,13.7625,5.010060591,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
75885,5-Fluorouracil,915019-65-7,5,0.889435045,0.032579312,18.148,34.03,57.294,47.159,52.2265,0.0485,26.1375,18.1965,6.84464412,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
75886,5-Fluorouracil,915019-65-7,5,0.889435045,0.032579312,18.148,34.03,38.347,52.508,45.4275,-6.7505,19.3385,11.3975,6.32364412,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
75887,5-Fluorouracil,915019-65-7,5,0.889435045,0.032579312,18.148,34.03,46.186,39.826,43.006,-9.172,16.917,8.976,7.74620662,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
75888,5-Fluorouracil,915019-65-7,5,0.889435045,0.032579312,18.148,34.03,47.36,50.681,49.0205,-3.1575,22.9315,14.9905,9.14683162,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
87317,5-Fluorouracil,915019-65-7,6,1.512728209,0.040731252,27.282,49.614,63.112,55.112,59.112,-17.784,20.664,9.498,-6.394824225,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
87318,5-Fluorouracil,915019-65-7,6,1.512728209,0.040731252,27.282,49.614,64.045,57.388,60.7165,-16.1795,22.2685,11.1025,-4.795699225,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
87319,5-Fluorouracil,915019-65-7,6,1.512728209,0.040731252,27.282,49.614,61.552,57.257,59.4045,-17.4915,20.9565,9.7905,-4.179574225,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
87320,5-Fluorouracil,915019-65-7,6,1.512728209,0.040731252,27.282,49.614,57.841,56.578,57.2095,-19.6865,18.7615,7.5955,-5.381324225,4,2,130.078,-0.7977000000000001,2.0,2.0,469.5480000000002,5.893780000000006,0.0,6.0
16157,5-Fluorouracil,Bortezomib,1,10.0,0.006813402,19.098,33.855,27.767,48.329,38.048,-14.905,11.5715,4.193,-6.667240122,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
16158,5-Fluorouracil,Bortezomib,1,10.0,0.006813402,19.098,33.855,35.013,57.52,46.2665,-6.6865,19.79,12.4115,-2.009990122,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
16159,5-Fluorouracil,Bortezomib,1,10.0,0.006813402,19.098,33.855,49.373,59.104,54.2385,1.2855,27.762,20.3835,3.072009878,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
16160,5-Fluorouracil,Bortezomib,1,10.0,0.006813402,19.098,33.855,41.775,52.989,47.382,-5.571,20.9055,13.527,-1.041052622,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
27713,5-Fluorouracil,Bortezomib,2,8.055628684,0.007440717,22.529,23.52,38.422,42.573,40.4975,-5.5515,17.473,16.9775,-7.934985621,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
27714,5-Fluorouracil,Bortezomib,2,8.055628684,0.007440717,22.529,23.52,44.176,48.915,46.5455,0.4965,23.521,23.0255,-1.720360621,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
27715,5-Fluorouracil,Bortezomib,2,8.055628684,0.007440717,22.529,23.52,48.961,48.662,48.8115,2.7625,25.787,25.2915,-2.976485621,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
27716,5-Fluorouracil,Bortezomib,2,8.055628684,0.007440717,22.529,23.52,49.408,43.442,46.425,0.376,23.4005,22.905,-4.282423121,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
34473,5-Fluorouracil,Bortezomib,3,1.194144616,0.004033278,29.676,49.232,34.419,55.061,44.74,-34.168,5.286,-4.492,-2.609520279,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
34474,5-Fluorouracil,Bortezomib,3,1.194144616,0.004033278,29.676,49.232,46.83,63.401,55.1155,-23.7925,15.6615,5.8835,-1.490520279,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
34475,5-Fluorouracil,Bortezomib,3,1.194144616,0.004033278,29.676,49.232,44.332,58.999,51.6655,-27.2425,12.2115,2.4335,-0.652707779,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
34476,5-Fluorouracil,Bortezomib,3,1.194144616,0.004033278,29.676,49.232,60.397,61.567,60.982,-17.926,21.528,11.75,-0.142707779,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
50313,5-Fluorouracil,Bortezomib,4,2.371183893,0.003423753,19.291,54.324,19.541,52.69,36.1155,-37.4995,-0.692,-18.2085,-5.007415904,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
50314,5-Fluorouracil,Bortezomib,4,2.371183893,0.003423753,19.291,54.324,34.89,58.898,46.894,-26.721,10.0865,-7.43,-2.604165904,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
50315,5-Fluorouracil,Bortezomib,4,2.371183893,0.003423753,19.291,54.324,34.066,51.137,42.6015,-31.0135,5.794,-11.7225,-1.872915904,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
50316,5-Fluorouracil,Bortezomib,4,2.371183893,0.003423753,19.291,54.324,34.541,51.34,42.9405,-30.6745,6.133,-11.3835,-1.665915904,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
75889,5-Fluorouracil,Bortezomib,5,0.889435045,0.008178793,18.148,34.827,41.448,42.31,41.879,-11.096,15.3915,7.052,-0.666084123,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
75890,5-Fluorouracil,Bortezomib,5,0.889435045,0.008178793,18.148,34.827,56.493,50.376,53.4345,0.4595,26.947,18.6075,0.577353377,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
75891,5-Fluorouracil,Bortezomib,5,0.889435045,0.008178793,18.148,34.827,50.851,50.918,50.8845,-2.0905,24.397,16.0575,3.596478377,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
75892,5-Fluorouracil,Bortezomib,5,0.889435045,0.008178793,18.148,34.827,44.942,45.962,45.452,-7.523,18.9645,10.625,-1.031896623,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
87321,5-Fluorouracil,Bortezomib,6,1.512728209,0.04,27.282,20.398,63.108,40.474,51.791,4.111,27.951,24.509,-5.838642407,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
87322,5-Fluorouracil,Bortezomib,6,1.512728209,0.04,27.282,20.398,65.938,31.18,48.559,0.879,24.719,21.277,0.627920093,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
87323,5-Fluorouracil,Bortezomib,6,1.512728209,0.04,27.282,20.398,61.845,26.489,44.167,-3.513,20.327,16.885,-5.157017407,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
87324,5-Fluorouracil,Bortezomib,6,1.512728209,0.04,27.282,20.398,61.675,41.688,51.6815,4.0015,27.8415,24.3995,-1.435579907,4,4,130.078,-0.7977000000000001,2.0,2.0,384.2450000000001,0.3605999999999987,4.0,6.0
16161,5-Fluorouracil,Dasatinib,1,10.0,0.066733361,19.098,12.435,20.696,36.436,28.566,-2.967,12.7995,9.468,-6.383582464,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
16162,5-Fluorouracil,Dasatinib,1,10.0,0.066733361,19.098,12.435,22.4,31.038,26.719,-4.814,10.9525,7.621,-4.164082464,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
16163,5-Fluorouracil,Dasatinib,1,10.0,0.066733361,19.098,12.435,18.855,37.662,28.2585,-3.2745,12.492,9.1605,-2.099457464,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
16164,5-Fluorouracil,Dasatinib,1,10.0,0.066733361,19.098,12.435,23.67,40.932,32.301,0.768,16.5345,13.203,-1.028332464,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
27717,5-Fluorouracil,Dasatinib,2,8.055628684,0.683647455,22.529,7.929,30.21,43.672,36.941,6.483,21.712,14.412,-1.947314196,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
27718,5-Fluorouracil,Dasatinib,2,8.055628684,0.683647455,22.529,7.929,29.934,39.737,34.8355,4.3775,19.6065,12.3065,-5.237314196,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
27719,5-Fluorouracil,Dasatinib,2,8.055628684,0.683647455,22.529,7.929,35.572,47.081,41.3265,10.8685,26.0975,18.7975,-0.451876696,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
27720,5-Fluorouracil,Dasatinib,2,8.055628684,0.683647455,22.529,7.929,31.825,47.98,39.9025,9.4445,24.6735,17.3735,-1.168626696,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
34477,5-Fluorouracil,Dasatinib,3,1.194144616,0.115426359,29.676,12.878,32.575,28.286,30.4305,-12.1235,9.1535,0.7545,-6.482152772,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
34478,5-Fluorouracil,Dasatinib,3,1.194144616,0.115426359,29.676,12.878,33.672,32.617,33.1445,-9.4095,11.8675,3.4685,-3.028090272,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
34479,5-Fluorouracil,Dasatinib,3,1.194144616,0.115426359,29.676,12.878,34.457,38.404,36.4305,-6.1235,15.1535,6.7545,-0.269277772,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
34480,5-Fluorouracil,Dasatinib,3,1.194144616,0.115426359,29.676,12.878,38.96,36.716,37.838,-4.716,16.561,8.162,1.592097228,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
50317,5-Fluorouracil,Dasatinib,4,2.371183893,1.611400054,19.291,9.373,35.29,24.467,29.8785,1.2145,15.5465,10.5875,-0.264382938,4,4,130.078,-0.7977000000000001,2.0,2.0,488.01700000000034,3.313540000000002,3.0,9.0
